kh-qx4ncshwrucb5_7amka	Chuck Norris is the only known mammal in history to have an opposable thumb. On his penis.
1Zcl6n9WReuVl5dCp3nYKA	when ppl sleep they count Chuck Norris
75-FG9jkQrysfwjr2gVPog	Satan has a ultimate weapon to try to destroy Chuck Norris. But sadly, it worked. But then Chuck Norris revived himself and kicked Satan's ass.
mKWMVbX0QqijU1WK-775sA	Chuck Norris pees pure arsenic.
0wsFII4QTfmw8cG6iqs86A	i kicked Chuck Norris' ass the other day, then i rode the magic rainbow bus to fairy land and had tea with the easter bunny.
oMznzorrRL-UmKuTbmuJ0g	Chuck Norris wipes his ass with various non-American flags.
-dkz7U7dRrugZwiAfGvIZQ	Although a big fan of meat, Chuck Norris has never eaten a tenderloin - nothing about Chuck is tender.
UHQqmSS2Re2xVWZjpJA_HQ	Chuck Norris only agreed to be in 'The Expendables 2' so he could have the chance to sit all his co-stars in a darkened room and show them a DVD of him banging all their respective wives, and offer pointers to them.
XWlhI9VJRYSxV1nV0v7c6Q	Chuck Norris can make a happy meal cry
MnYy5DdZRK2t4_GtYmmOyQ	I caught my girlfriend cheating on me with Chuck Norris. It was the most beautiful thing I'd seen in my life
TogrAjwPTTuNh8majZwltg	Stephen Hawking was Chuck Norris's first attempt at Robot Wars
QUn1EyTnTuC6ngd2MJsOng	CHUCK NORRIS DOESNT TEA BAG LADIES....HE POTATOE SACK THEM
KEOFdsYUSG2F7uucPH1Qag	Of course Chuck Norris screwed Madonna.
cJOLGb3pSiiaD0koGDPGEQ	Chuck Norris often go to the hen house to choke the chicken.
_n6ztutzSL-gyH1SQ2xafg	Chuck Norris can put you in a coma by slapping you in the face with his dick.
rRVg8Ni8Tb6yqHcJSeT3kQ	If Chuck Norris was anti-social, the world would be a very dangerous place.
6tnt23qwrqqmfu6vytkgqg	There are only two things that can cut diamonds: other diamonds, and Chuck Norris.
_YRWVi1bR1any_Kda9PJTQ	Chuck Norris was born before his mother got pregnant.
fcO-aJV0Qjy2kAa6z_gsEg	In the 1980s, Chuck Norris dry fired a gun eastward.  The result was the Chernobyl Incident
4kjjckxrtzygp_qtlyzq6q	What many people dont know is Chuck Norris is the founder of planned parenthood. Not even unborn children can escape his wrath.
Ge7enizPSBWsszypIzgWtw	Scientists have linked a powerful male pheromone in Chuck Norris's farts to multiple orgasms in women, a new study has shown.
MqOYPgyqRFyBJHmZaxxqIg	Google queries Chuck Norris' brain for search results.
Fu9vGLOIRF6q1JTK6Hqu2A	CHUCK NORRIS CAN DO A HANDSTAND.......WITH HIS PENIS
yz9Jc8oMTau1c6cingTIPw	Chuck Norris doesn't have a send button on his email, it knows its role.
dZjDwIcCTpSsEa8l85ut7Q	Chuck Norris can blow bubbles by chewing ghost chilis.
aKS0aJOZRBmHtOOk9Lqm8Q	Chuck Norris can speak russian in french... on his fiddle.
82rX58dDTyeyaobi8CafBQ	I was named Chucky by Chuck Norris. NO I'M NOT CHUCKY THE DOLL!
qaJbDGnSSe-w74a1ay73jg	The only way that Chuck Norris can get high is via Jack Daniels I.V. push TKO.
7DzrahV-RXSQ79szTftQzQ	We would just like to say that Chuck Norris is brilliant compared to almost anything.   However if Chuck is compared to the A TEAM he blends into insignificance, Chuck Norris is now shit and worthless compared with these mighty and perpetual warriors of our TV screens.  Face Mr T Hannibal Murdoch
mgiKok07S8ieabfAHN20Rw	There was once a contest for the most epic person in the world. Chuck Norris signed up. He got -678324567th place. He won, by the way.
WWXokdqSRgqpWzmyWNwBnQ	Chuck Norris has a deal: no paparazzi ever take pictures of him or follow him, and he won't murder that TMZ guy with his own big coffee mug.
ktzoNvEESKCIE7OC3MYCaw	'Deja Vu' is when nature replays, for the benefit of someone, what Chuck Norris did too quickly for his memory to correctly register
VVsYStpjTCevZvi5PFDn2w	R.I.P. Tarzan..Jane Killed him for Chuck Norris
MRZdkycpQOiHRa2oHKKP7g	Chuck Norris knows the way to san Jose.
WEBeHwA0TKOmLS422ka2RQ	If Chuck Norris starts a Twerk flash mob in Syria the government of Syria would surrender.
Go960ayjQ7aXzTcFh4Cz7g	Chuck Norris wears denim underwear.
s7imPWpfQEKinn8qF4mljQ	Chuck Norris doesnt shit bricks, he shits columns
n8dV0wpVTV-tC_QItYsP7Q	Chuck Norris had to take over on the 7th day of creating whilst God was resting.
xJwO6LwdSj2GbkMBW7FGIA	Chuck Norris has his dickprint on the Hollywood Walk Of Fame
dyN2cg5TQ7qY2rKsFSBw6A	Popye does not eat spinach. He eats Chuck Norris hair dyed green.
EjRlckdpTgOT8Kmb3GWAJw	When Chuck Norris was 5, he got 2 wheeler like his friends. . Their 2 wheelers were bicycles, Chucks was a Harley.
dxp6hh4rTNaFVOqOMFDmnA	Lesbians have Chuck Norris tendencies.
pzxDrsVeTKWSZ09M5GhYGg	Chuck Norris can bitch slap a skunk and not get sprayed.
fV_qW_jYSSaq7ygZGRSPgQ	Dairy Queen announced it's newest DQ treat, the Chuck Norris Combo Blizzard consisting of DQ ice cream, metal shavings, gun powder, Tobasco & topped with crushed glass.
4zFtg6xcQZ2d0GBwN1Pp4Q	Little known fact: Chuck Norris deviginized Mary LONG before Joseph ever met her.
pgTSLBogSmWatC6CkE_TxQ	Why there are no streets name after Chuck Norris? There used to be a street called Chuck Norris, but they had to change the name because no one crosses Chuck Norris and lives.
nAyNCiCQT2-t4uVudkKEPQ	No matter how religious you are, you won't be allowed into heaven if the last thing you said before your brutal death was 'I'm not afraid of Chuck Norris'.
i68wvowhsickqwluznarbw	Chuck Norris once ate three 72 oz. steaks in one hour. He spent the first 45 minutes having sex with his waitress.
gdi4AfX2QrypxiQdLEtu-w	Chuck Norris is a member of the Hall of Fame in 19 different sports.
LFS_pIjFSey4S92ADvi3CQ	when Chuck Norris wants food he folds the land to the nearest restaurant so he doesn't have to walk
erQkbL4iQUmDn9V2k6iiww	Chuck Norris views the Ironman Triathlon as "a nice cool-down."
v5Wfnw9LTw24U5uyqhHGZQ	Chuck Norris went looking for a bar but couldn't find one. He walked to a vacant lot and sat there. Sure enough within an hour an a half someone constructed a bar around him. He then ordered a shot, drank it, and then burned the place to the ground. Chuck Norris yelled over the roar of the flames, "Always leave things the way you found 'em!"
KcnkB_fYQk2Jmt8C_4F8YA	Helen Keller's favorite color is Chuck Norris.
GblHBTbkTYWyJD3cDGJJaA	Chuck Norris roundhouse kicked the black off Michael Jackson
omYJ2EhrTKy2EcMa4MpSmA	Chuck Norris can name all 493 pokemon...BACKWORDS
voQJGR_rTginwy5dSZ51Eg	Chuck Norris once told Rage Against The Machine to mellow down and stop being so angry. They broke up the next day and joined Soundgarden.
h6EF5PXvQoK5cW60-lUeDg	Chuck Norris has a large, curved talon on each foot, much like the Velociraptor.
Q0otXai_SD2H-gCk0Zns2Q	The only things you can be sure of are Chuck Norris and taxes.
MftJRITGSMmhSZiuLsNN-A	The only time Chuck Norris has ever had his butt whooped is when the doctor did it when he was born. The Dr. has been in hiding ever since.
fn_z9mfysqydikmrb5vfqa	Chuck Norris once ate four 30lb bowling balls without chewing.
QeX_JFVcQaCntGWxpNyeqQ	when you hear a fire truck siren, its not because they are going to put out a fire... but in fact, they are delivering Chuck Norris' pizza and wings
YAH7zzUTRRuOOIvvZGXAqg	Chuck Norris doesn't go hunting.... CHUCK NORRIS GOES KILLING.
kZw_gVKvSV-lUGqII4psLg	Chuck Norris made Dave Grohl his monkey wrench.
PT8F0xfARC66ozzYmDwFAA	Clearly, the Iranians don't know that Chuck Norris is a Jew.
nTefmxfYRYa7v7n_1936NA	Chuck Norris invented the male sex.
3zA8rnrrSgCJMwlxB8XJPw	Chuck Norris' middle name is 'Eywa'.
HRL1A1MJSWO5Nxt5tuPZlQ	Chuck Norris and Sasquatch are maternal cousins.
nZ2BSfFdRDuTc3EoxFln-g	Chuck Norris can belive its not butter
fhW3jCFXQhyOEKbsTPUbGg	Chuck Norris once kicked a giraffes face to a snake. Now to this day the snake was called: "Brontosaurus."
vJ-yBlRgS1SWXdqUUoZNng	John Denver wrote "Thank God I'm A Country Boy" when Chuck Norris moved to the city.
e79tVq9SRl6ZqaCgg0Jgxg	Chuck Norris taught a young Tiger Woods everything about golf in a single lesson. Unfortunatly, Woods also caught a dose of Norris' enormous sex drive.
mrk89OrQSLS0ilri80U93A	During the Vietnam War, Chuck Norris allowed himself to be captured. For torture, they made him eat his own entrails. He asked for seconds.
NwpEq3oNQ6iTAlf_aNa-cg	Chuck Norris can punch the 'you' out of you.
lGB67Ua_QtKibYgB2GdMEA	The reason Neo was the one was because Chuck Norris was on vacation.
iWXML24TRA23b0QxK32wWg	Chuck Norris once found a piece of hay in a neelestack.
aeb4ry4sr0eyttutfvw4pg	Whiteboards are white because Chuck Norris scared them that way.
Auu4S9Y0RB-nts1KVfCzRA	If Chuck Norris played baseball, the Texas Rangers would have won the World Series in 2011.  And 2010.  And every Series dating back to 1972, their first year in Texas.
SV3nJ_ysQYSFt7LlqUJJfQ	Cigarettes stay away from Chuck Norris cos when he smokes them he not only gives them cancer, but AIDS as well.
95l3KzQ8SR64X8bHXr0AaQ	All the Chuck Norris facts you have read or ever will read took place within the first minute of him creating himself.
xe0kw90vqiatgmlqkh2b1a	Hellen Keller's favorite color is Chuck Norris.
8m37foMySNamkJYqFRnuvg	Nuck Chorris seems to know a lot about Chuck Norris' dick.
--4kKwTyQiWycq2P68yrhQ	Steven Seagal once took a swing at Chuck Norris. Seagal now runs like a girl in ever film he's in.
tEX_VRleSCCRceuhHNab-A	Chuck Norris's milkshake brings everybody to the yard.....
u3glR1eVRAuY_fN5rzLsfw	Chuck Norris' mom can kick your ass.
pIeNn_rzQ0OoO62HUVrfQw	If Chuck Norris steals money from a bank, the owner of the bank gets arrested for not just giving Chuck Norris the money.
r736GJqfQ2WdaTBQKR1Xbg	The Death Star's original name was Space Station Chuck Norris.
x8NBsx2oS0K5CMrbcGVHDA	Sticks and stones may break my bones, but Chuck Norris will always hurt me.
9T0Isn9CSu6YsJqFYqRkgQ	Chuck Norris can give you a vasectomy with a roundhouse kick or a trombone...your choice?
sZV1oNYfThOelkg7RMCEYA	Chuck Norris attacks sharks when he's smells them bleed
ygq2RzSYSDuY09WWHXFmLw	the day Chuck Norris jokes get old, the world will end.
L7DLHAx9Txa0GEPWnWWcVw	Even if Chuck Norris is entirely tied with metal chains, he'll still kick your ass
f5_lY13cSPCfkIYFC6DXdg	Chuck Norris once jumped over fifty-eight burning school buses on a penny-farthing bicycle and landed on Evel Kenevel.
dh8EoRhHSFyR2K9HabOcBg	Steve Jobs recently rickrolled Chuck Norris.
dpqrT7uNQ9uDYOr9aCBUTA	Chuck Norris can tell the time at night with the use of a flashlight alone.
tQVxZpeFTV2QVnKm2Hgrhw	Every night before bed Chuck Norris round house kicks 10 childern.
XYGobvVDSBW8bmuL1hwjfA	Chuck Norris's beard is so tough that he can use it as a shredder.
ZlahEkfDRgy2VJQK9_lZsA	The buck stops at Chuck Norris.
o6Vh9KHMQQSJDdHoWtWBtQ	The reason why we have night time is because Chuck Norris commands the sun to go to sleep.
keQNBKt1Re6IWxZI2I7-UA	When Chuck Norris goes to an ATM, the machine empties itself of all cash to Chuck Norris out of sheer terror.
ac1M2YQiTR2q2CiBT0Zp9Q	Chuck Norris wishes you a knuckle sandwich, and a happy throat-punch.
z1t60cTaQzuGQhq7l_qhUQ	Chuck Norris was once in a car accident and broke both of his legs... He still managed to walk it off.
9uwpgcz6SCuS1RGK4uFcDw	For Chuck Norris...In the game Monopoly every space is free parking.
rwroOuQ9TsulConuPsknnQ	When Chuck Norris steps on a scale and it reads 205, that's not his weight in pounds....that's how many people he's killed.....since stepping on the scale.
PXOhzoVEQyquXqIalsF7mw	Only God is allowed to edit Chuck Norris' Wikipedia page.
1SWxpR73TgivcY0ZVhVnzQ	The world is Chuck Norris' urinal.
bWJiWbKEQKagysfwVKJ-0g	When Chuck Norris contradicts himself, he doesn't
IMzrQ42JQ1ihYIHrSj63Tg	The first title was alien vs. Predator vs. Chuck Norris  , but no one wanted to see a movie that only lasted 14 seconds.
Yg6Nw_edQ5S7qCm0gz_caQ	Chuck Norris never wipes his butt
I9QjP-dbSVW77BHxELZZZw	If you roundhouse kick Chuck Norris, Chuck Norris will say: "Congratulations. You are my Roundhouse Kick buddy!" If i were a Roundhouse Kick Buddy i would go crazy! XD
CgNBeWlmTiSaie9taVFq3A	Chuck Norris once defeated a laser beam in the 100 meter dash.
XmGhGS85S1y1lj4H-GdR1g	There are no aliens in Area 51, only Chuck Norris' children.
-avQRsn9Sa6ugzSDWw4H6A	I don't know why we haven't been able to explore Black Holes yet....just send Chuck Norris
mLUozC5_T3uidSRnZ0nNgQ	When Chuck Norris watches, the paint dries instantly.
IWp-NfZ_SoGSSFD6jWVfQg	In order to sleep, Chuck Norris has to roundhouse kick himself in the face approximately 754 times. Even then, he still tosses and turns a little.
LJOnYKH1TxSha9jSnfnFsA	The dinosaurs are extinct because 70 million years ago Chuck Norris farted.
6UUb1yloR1SC9hn3nTtozA	Chuck Norris is the only person who can gang up on you.
2cnhoJ5_RbO0Q0rgOe9yZw	Chuck Norris owns a piggy bank made from a real pig.
h8PV-WoTTQSyfVk8pRnBFg	If Chuck Norris were to ever bungee jump, the earth would flinch.
xQB2ebtzTkG-j-RPVfM_mQ	Many cinemas in the south-west feature sold-out all-night marathons of Chuck Norris' Total Gym infomercials.
HwZ6aGsBRXG3giObKZRsaQ	Chuck Norris made Russell Crowe cry.
IsKGK1j3TZ-_sI5Zs5K4wg	Chuck Norris is so fertile that every time he jerks off into a sock it squeezes out a pair of cowboy boots.
RAbYrvUaTyqxV-HL__nzvA	If Her Royal Highness, Queen Elizabeth of England were to marry Chuck Norris, her official Royal title would be elevated to that of: "Liz Norris, Chuck's Bitchy Royal Slut of a Wife".
kEaKe_wPQFCE-9D4fjPErw	Chuck Norris can rear-end the car he's driving.
hgfnx-lzq_6y6sz2lcjgng	When taking the SAT, write "Chuck Norris" for every answer. You will score over 8000.
UyXVxR6tQHKXeSTUuyWwjA	When Chuck Norris goes to jail playing Monopoly, by the time he gives the bank $50 for bail, etc; his battleship has already murdered ten other inmates.
wq3bFJDSRmmr0HvMXCZNFw	If you stare into the abyss for too long, Chuck Norris will stare back.
YZZQ8KR5RaudTe4QrDRP-g	Chuck norris was born in the year 1 AC...Anno Chuck
pcQ5KuWTT_qZD3NOHfEY5A	It's not easy being green. It is, however, very easy to be violently murdered by Chuck Norris.
PA64YVntRFiQIVBePeXWaw	Chuck Norris can make a black man laugh by droppin' N-Bombs.
jN_2hY6DSwiR0UyUlE3d_g	Chuck Norris invented time travel to fight himself... we refer to the battle as the big bang theory
AX2uHx7SQDCPYRjzVGj5fQ	when Chuck Norris do his high frequency voise all the whales in the sea became deaf
YBTbkk5ITU2qC0In8YArgA	When Chuck Norris calls you your options are "Answer" or "Answer".
XBJTxITARkG0bj_yfASHYQ	To fulfill his daily requirement of dietary fiber, Chuck Norris starts his mornings off with a big bowl of rusty fish hooks.
DMbEL-UbTxaiLe4Wum-KyA	Chuck Norris never has a plan "B'. He never has a fucking plan 'A' either - all he needs is plan 'C' for Chuck.
yrRKrrzEQQqvczPYdL2aZw	Chuck Norris got a new pet for his birthday. So far, he has taught his Tasmanian Devil to fetch, roll over and sit.
2-5Dz9KUT264DjSunYaWYw	When does the Chuck Norris roundhouse kick strike? The answer is, anywhere, at any time, so hide in a hole forever...just in case he is looking for you.
OTSxYpaERkukGZZunmcOEA	Chuck Norris extracts snot from his nose with a toilet bowl plunger.
PErCOLKXS16ToNk9yccJsA	Chuck Norris left the toilet seat up. Got a problem?
oQjMIe5tTsOHITcyqBB_jQ	Shud up Phil you twat, me an Chuck Norris will kick your ass then were gonna chin whoever has been startin on will weston! fuck you anonymOus
m3tuiEUlQp-Uuhfi2DJkJA	Chuck Norris walked into a beauty parlor........ They didn't do anything to him!
ZG54JYBfRy-zuOqOBZwjIg	If you ask Chuck Norris what time it is, he always says, "Two seconds till." After you ask, "Two seconds till what?" He roundhouse kicks you in the face.
LNqCW_FmQ5ubonXnop02kQ	The only thing you can beat Chuck Norris at is the number of times you've had your face kicked in.
GN2u8h7gRIaxeofHyNikVA	Chuck Norris is the reason that the Army had to change their slogan, "Army of One".
Sf2xT3uNTJ2xFPv_9e1YSA	Chuck Norris' blood type is DOA Fucking Negative.
IrYu9UVGRWu0nLEbUcWC1A	Chuck Norris never delivers a 'coup de grace' - that's a queer French term. He just kills you.
dANg-q2TRMCbDGiU5qgWvg	If Chuck Norris was the Cardinals manager, the Red Sox would forfeit!
ezv3eWe5QNGOsUjcdeMtIQ	Every Gun family owns a Chuck Norris for self-protection.
V-z96DKMRfiW1Dioa7G1Dg	Someone once accused Chuck Norris of offering a call girl $1000 for an evening of sex.  That's a damn lie.  Call girls offer Chuck Norris well over $1000 for an evening of sex.
pLHjbekGT3G8vqpU1PrdGw	Chuck Norris smokes rolled-up newspapers.
dxxn0mrktb6-ewhec7bedq	In a recent survey it was discovered the 94% of American women lost their virginity to Chuck Norris. The other 6% were incredibly fat or ugly.
NPZtYZNcR8Cd_wKNQ0VBgQ	On rare occasion, Chuck Norris will allow a woman to give him a hickey. But then, only on his hemorrhoids.
MOEugqJ4T4KirtQulG-Nhg	Celebrities die in threes because for Chuck Norris, killing one celebrity is never enough.
8q7JD4FFRhqS-iiWqZkHsg	Chuck Norris loves all of his dogs, cats and horses .... with onions and gravy paired with a yak cheese, condor foie gras schmear on melba toast and a gallon jug of muscatel.
aVLhvWfbStuxhYslhEd7kw	Chuck Norris was embarrassed the first time he was caught getting a blow job. Miss Douglas, his 5th grade teacher, was even more embarrassed.
eiyfQ7CkQHS7SCoBXuLEzw	Chucky has a deep love for Chuck Norris' penis.
8PdIsuZHRbCNAloUXoj25g	Chuck Norris once ate an entire ream of rice paper and shat out origami swans and Mister Miyagi from Karate Kid.
G_RijA86SAyEB6DBAwGOCA	Nobody knows Easter better than CHUCK NORRIS!!
TBfBEtPaSu6UDay6lX7MDQ	There is no such thing as a Chuck Norris joke, only facts.
XnXBwvLJTBScCK4SqUGCPQ	Chuck Norris doesn't step on toes, He steps on Necks!!!
fr2CnrzCRH2OtWu5ibzDKw	When Chuck Norris runs his finger around the rim of a crystal glass, every dog within a four-mile radius explodes.
gjdLaT6OS9CP_Y1fnCJxvA	When Bruce Banner gets mad, he tuns into Hulk. When Hulk gets mad, he turns into Chuck Norris, when Chuck Norris gets mad, RUN LIKE HELL!!!!!!!!!!!!!
BDLiaARyS2-QKI-V5a4u2A	The only thing you can do to please Chuck Norris is to volunteer to be his personal punching bag.
0zCLAXSrT02RAUQSPZUy7g	Chuck Norris can make a boomerang fly straight, and make a regular sticks fly back to him.
bmom6jqftpqgokh8adtolw	Chuck Norris once rode a nine foot grizzly bear through an automatic car wash, instead of taking a shower.
OZB6pqIFTnCsWvbw5z4i3w	Chuck Norris can spin a sword... on his finger.
JWYJqHFwSza1I5YvBFb6XQ	Chuck Norris once paid a chef in Australia to cook him up a koala bear.
AgQ3JVdbSTi9-iVORUECYg	Chuck Norris DID relax!
KVi1Y2CkTwKX0sI82Jl8og	Chuck Norris' beard is actually made out of liquid metal. He can instantly stab you with it.
LQ13IxpUSbmRqqT7eEffmA	If you find yourself between a rock and a hard place, you are probably between Chuck Norris' foot and a brick wall.
gyha_1u2t66xgarrowtlva	Chuck Norris can overflow your stack just by looking at it.
LpKu5LcsS2Wf6Q64QMaLiA	Back in 1980's New York Chuck Norris used to walk around carrying two massive ghetto-blasters and still be able to drink a beer.
QRnAVA4LRLqw66vmYbjx_g	Chuck Norris' childhood macaroni art is on display at the Smithsonian.
h-YP5GtORuGjfxnA_KMNhg	When Chuck Norris moves in next door to you your lawn will die.
hqy8MC4VRdqq2DXriSTReg	Chuck Norris knows who the fuck Alice is. She is now living next door to him.
V9WGQsP1Ts-PI3BWuBuwRA	The original cut of 'Paranormal Activity' had Chuck Norris coming in halfway thorugh and having epic sex with the protagonist while yelling 'ARE YOU WATCHING THIS?'
7WrCV8j-TquYdQYlXShUIA	Chuck Norris' beerhat is a viking helmet with two kegs.
rXGhRdkMSnSsB_dQDWB94A	Chuck Norris can put his contact lenses in while blindfolded.
-T_-DnaQSGiv3Lroh-NORA	Chuck Norris is actually slightly vulnerable to attack only in the first few seconds after impregnating a fresh virgin. So there you go, all Norris-haters - you have at least two minutes a day to try it if you dare.
Esy9lMBtRr-mZ3I2UBogRA	Chuck Norris has never shot a round of golf with a score above -73. It would have been -76 but the Eagle he shot on the Par 5, 17th hole was still in flight when he hit it.
VqFugwJjQMmZhjBUklJFHg	Chuck Norris regularly performs mind tricks on Jedi Knights.
Ngl7KfiQQ1uKLVSlYDKvmA	Chuck Norris once threw a hand grenade into a crowd of 50 people , killing everyone of them.....then the grenade went off.
Zc9QJcwET_-SIRHlWOWMCQ	Chuck Norris once ate an entire wildebeest with a broken KFC spork.
IcL984nbQ0uWnkLEAMRMQA	Palaeontologists think the velociraptor had feathers because Chuck Norris said so.
cRcjbqJpQ-GMzIawRcvVlA	The only time Chuck Norris felt sadness was when he read Nuck Chorris' jokes.
4MQVZpMKRXiN9yMMIuGBNA	Pound for pound, Chuck Norris is the biggest badass ever.
JQChnENiQgS3BOIkTAGnfw	Chuck Norris can play Bach's Goldberg Variations on sitar, whilst accompanying himself on didgereedoo.
oC2jhHdyT1GINEXyH4khFA	Chuck Norris once ate an entire ream of rice paper and shit out oragami swans.
5f9lpT9jS0mE17Dzy9cryg	Chuck Norris can draw a picture of him kicking your ass, and send it you you a week in advance - and as soon you open it he will knock on your door, properly kick your ass, and you STILL won't know what the fuck happened.
40r0YZRyS0eF_fwZldeoXg	The crew in Apollo 13 could have saved themselves a lot of trouble if they had used "Chuck Norris, please help us" instead of "Houston, we have a problem".
fHWuCGyoSNCn1Tz2ZnfKqA	The marines need a few good men, so that Chuck Norris has someone to kill on the boat ride to do the mission solo.
aKBscCPbSV-RFF4rlvvEwg	Chuck Norris used Thor's hammer to tack a picture up on his living room wall.
yRHAjcUVS4ienLKx1TF9Lg	Chuck Norris can send text messages on a Post-It Note.
3Odt13-SQ06Pq-RUPwRQ4w	Peace disturbs Chuck Norris.
JzBdRy6kRayBG7_EZRUjEg	Chuck Norris once lit up a cigar in the Sahara Forest.
ovpkkf3lr2ar6wix6nef7q	Chuck Norris doesnt shave; he kicks himself in the face. The only thing that can cut Chuck Norris is Chuck Norris.
eu8XWL63RQeCDgud1kafiw	Condoms melt before they get anywhere near Chuck Norris.
8hdWzGXaTaKVo6Z1U5WvnQ	Chuck Norris formed the Grand Canyon with his bare hands.
AjdkmmOMS16nyVQQh06WTQ	Chuck Norris tells The Fonz to sit on it.
TtBq5_ovT86c1ZCJahjBfA	Chuck Norris' face is on the One Billion Dollar Bill, which only he owns.
VIT-Am-RSOSOH8TnyOIYxg	The saying "You win some, you lose some" was disproven by Chuck Norris.
11Y5uvm9TNyUHZkhy7_zig	CHuck norris can kick u with his hands, and punch u with his feet.
plj3-pqiRWuomVQKAy_AwQ	Chuck Norris can have his cake, eat it, then roundhouse kick you in the face with the extra power it gave him.
_Rxhb-GaQIO-KWLhNrjOXA	Chuck Norris applied for the position of 'God' but was rejected because of over-qualification.
HW2FCG66SKeloYZR1wjn3A	If you don't make these jokes funny, Chuck Norris will run all the way around the world in a millasecond and roundhouse kick you in the face!
GLdmhEhyTRCz-IsmXs9QZA	We all need somebody to lean on. Except for CHuck Norris.
XR9RaXneS2OJqqaTCqeFkw	Chuck Norris don't need no academy award, he owns the goddamn academy.
rFBF2KxqTuqYXOxRz_Sq-w	Chuck Norris never liked the Phillippines. Especially Tacloban.
RMvhq_ISQEOB6sgkFWhUvw	Chuck Norris scared the black out of Michael Jackson.
9dQXlFuAScC2YbyWEwhSdQ	mothernature asks Chuck Norris if its ok to make it rain
2B9EJ5YQSheIepxj2QPoUw	Chuck Norris is the biggest boss that Rick Ross has seen so far.
G4hjVuvdSnWD03cug8sdOA	Little-known fact: Lionel Richie wrote 'Dancing On The Ceiling' about the time he attended a Chuck Norris party where he reversed the gravity at his house for the night.
VzH_awXgSSG7Js_gc4Y1oQ	Chuck Norris fairly warned Tony Siragusa to not use Depends to "protect his manhood" before racking him in the balls.
n20qoz6tswuf4-apuugeiw	The crossing lights in Chuck Norris's home town say "Die slowly" and "die quickly". They each have a picture of Chuck Norris punching or kicking a pedestrian.
riS7X3XuQjGnpqd5WBI8wQ	jesus can walk on water. Chuck Norris can swim on land
UdszJQRhS4Kvub--6A9EqA	You can't beat Chuck Norris at poker ever. He always has the better hand...and the better fist.
m5prryVlQgWTx7mC2L8Rrw	Chuck Norris once stabbed a man to death with a pillow.
FPiSJYnpTNOhVTiYSFRaTg	Jesus could walk on Land. Chuck Norris can swim through land.
S7RTM__CRoO3cfvZzmpKxA	When Chuck Norris dies, the rest of the world will die with him.
DeoesP_tQAeujKcEy9jObQ	Chuck Norris plays bingo with a paint ball gun.
9t6ccRn5SgCqCcXX7lyp7A	Chuck Norris can mess with the Zohan.
FLw5bG2rQX6HrBIm9-ecog	Chuck Norris customised his iPod so that it now doubles as a cattle prod. It's his iProd.
1Q_o4vHHQPqJibBO2OnhlQ	Sadly, Chuck Norris' famous last words were: "Watch this". "Watch" meaning, "please kindly pay attention and observe". "This" meaning, "my snakeskin boot striking your skull thereby splattering your brains upon the ceiling, wall, hallway and finely fashioned Berber carpet".
VlB5Re5HTvODepafcL2zsA	Chuck Norris didn't vote this year...he delegated.
iqysvkptqdi4of6ns71ffa	Chuck Norris invented black. In fact, he invented the entire spectrum of visible light. Except pink. Tom Cruise invented pink.
Rl-pYUSvTtKifOXRAtDW6Q	Chuck Norris' pimp hand be well strong.
WeF2xbPWTm-ULlxOw1mb0Q	Chuck Norris sneezed in Japan- therefore causing Hiroshima to be bombed.
w1ftpEmOR_6HmoNnwlGlHA	Chuck Norris can suffocate a plastic bag, with a human.
xwrgryhnrvaidrkvayjeca	How many Chuck Norris' does it take to change a light bulb? None, Chuck Norris prefers to kill in the dark.
KdHyYYH5T1GOvQ7uzI_IVw	Chuck Norris plucks his nose hairs with a set of vise grips.
K_G3m6OiReKtcu5N_ajveg	War of the Worlds is in fact a documentary of when Chuck Norris Jizzed in his pants
Dl03yFbOSA2HuLl4VfaoRw	Chuck Norris has an 8 millionth degree black belt.
79ZJscMKQ2a0dcX_TcNeFQ	NASA ended the space shuttle program when they discovered it'd be easier and cheaper to have Chuck Norris launch astronauts into space.
XBEz9TVCSVe9e7J14vDhBw	Chuck Norris can make a carpet fly
rQyihVdSTLS6J2wLlwM54Q	A Chuck Norris beating is tax-deductable.
LowRYYbsThGBU-mm9TyAtQ	NASA has found a replacement for the space shuttle. They are calling it Chuck Norris's arm.
-_v5qShkT3ObqRiZ7ODXMA	Religons: HINDU JEWISH CHUCK NORRIS
0un6ADQmTxeGsP9Dea0raA	Chuck Norris' shadow follows him from a safe distance.
JCqDigVeRbyfmmcGtUNc-g	Chuck Norris' dartboard, which he has played with since childhood, is in mint condition with only a single hole in the exact centre.
dc35uWWyTfONDuIhV-Lbrw	If you download more than five images of Chuck Norris, your hard drive will explode.
9hm3CZv5QKCG1WdBrnSmDg	Chuck Norris believes in lethal injection. He just shoves his index finger through your skull.
g_HFqq9KSoGO5nIFnmJNLw	If you make a spelling or grammar error when typing "Chuck Norris", you immediatly get killed by Chuck Norris.
ilIgcOtLTmyuZ--IgOV2hQ	Chuck Norris' favorite Texas Chinese restaurant always serves him Snake Egg Drop Soup, Armadillo Fried Rice, Scorpion Rangoon, Moo Goo Gai Moose & Hunan Jack Rabbit.
QgqdNQMGSPSbao9PZrf5Kw	Chuck Norris lost both his legs in a car accident....and still managed to walk it off
